"","community","species","family","Taxon","code","year_analisis","oil_type","oil_type_mg","oil_type_PER","PERoil"
"230","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C18.2n6c",47.61,28.16,16.906
"231","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C18.3n3",87.15,51.55,16.906
"232","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C18.3n6",0,0,16.906
"233","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C18.4n3",0,0,16.906
"234","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C20.0",0.76,0.45,16.906
"235","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C20.1n9",0.12,0.07,16.906
"236","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C20.2n6",0.08,0.04,16.906
"237","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C22.0",0.51,0.3,16.906
"238","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C22.1n9",0,0,16.906
"239","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C22.2n6",0,0,16.906
"240","Mediterranean","Seduangl","Crassulaceae","Sedum anglicum","240821-09",2023,"C24.0",0.26,0.15,16.906
"241","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C12.0",0,0,12.364
"242","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C14.0",0.08,0.07,12.364
"243","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C15.0",0,0,12.364
"244","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C16.0",8.9,7.2,12.364
"245","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C16.1n7",0.1,0.08,12.364
"246","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C17.0",0.1,0.08,12.364
"247","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C18.0",3.86,3.12,12.364
"248","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C18.1n7c",0.74,0.6,12.364
"249","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C18.1n9c",8.15,6.59,12.364
"250","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C18.2n6c",39.36,31.83,12.364
"251","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C18.3n3",60.79,49.17,12.364
"252","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C18.3n6",0,0,12.364
"253","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C18.4n3",0,0,12.364
"254","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C20.0",0.66,0.54,12.364
"255","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C20.1n9",0.09,0.07,12.364
"256","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C20.2n6",0.09,0.07,12.364
"257","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C22.0",0.56,0.45,12.364
"258","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C22.1n9",0,0,12.364
"259","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C22.2n6",0,0,12.364
"260","Mediterranean","Sedubrev","Crassulaceae","Sedum brevifolium","240821-11",2023,"C24.0",0.16,0.13,12.364
"261","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C12.0",0,0,2.734
"262","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C14.0",0,0,2.734
"263","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C15.0",0,0,2.734
"264","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C16.0",3.56,13.02,2.734
"265","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C16.1n7",0.03,0.1,2.734
"266","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C17.0",0.04,0.16,2.734
"267","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C18.0",0.37,1.34,2.734
"268","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C18.1n7c",0.25,0.93,2.734
"269","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C18.1n9c",5.28,19.32,2.734
"270","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C18.2n6c",16.39,59.96,2.734
"271","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C18.3n3",0.38,1.39,2.734
"272","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C18.3n6",0.5,1.84,2.734
"273","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C18.4n3",0.05,0.19,2.734
"274","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C20.0",0.15,0.55,2.734
"275","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C20.1n9",0.1,0.37,2.734
"276","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C20.2n6",0.07,0.24,2.734
"277","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C22.0",0.05,0.18,2.734
"278","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C22.1n9",0,0,2.734
"279","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C22.2n6",0,0,2.734
"280","Mediterranean","Silecili.1","Caryophyllaceae","Silene ciliata","040822-07",2023,"C24.0",0.12,0.43,2.734
"281","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C12.0",0,0,15.593
"282","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C14.0",0.3,0.19,15.593
"283","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C15.0",0,0,15.593
"284","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C16.0",11.47,7.36,15.593
"285","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C16.1n7",0.17,0.11,15.593
"286","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C17.0",0.21,0.14,15.593
"287","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C18.0",4.98,3.19,15.593
"288","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C18.1n7c",0.92,0.59,15.593
"289","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C18.1n9c",48.17,30.89,15.593
"290","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C18.2n6c",82.83,53.12,15.593
"291","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C18.3n3",0.95,0.61,15.593
"292","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C18.3n6",4.05,2.6,15.593
"293","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C18.4n3",0,0,15.593
"294","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C20.0",0.82,0.52,15.593
"295","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C20.1n9",0.37,0.24,15.593
"296","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C20.2n6",0,0,15.593
"297","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C22.0",0.31,0.2,15.593
"298","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C22.1n9",0,0,15.593
"299","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C22.2n6",0,0,15.593
"300","Mediterranean","Solivirg","Asteraceae","Solidago virgaurea","240821-08",2023,"C24.0",0.38,0.24,15.593
"301","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C12.0",0,0,5.602
"302","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C14.0",0,0,5.602
"303","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C15.0",0,0,5.602
"304","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C16.0",6.25,11.15,5.602
"305","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C16.1n7",0.09,0.15,5.602
"306","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C17.0",0.06,0.11,5.602
"307","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C18.0",1.32,2.36,5.602
"308","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C18.1n7c",0.79,1.4,5.602
"309","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C18.1n9c",20.09,35.85,5.602
"310","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C18.2n6c",23.37,41.71,5.602
"311","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C18.3n3",2.67,4.77,5.602
"312","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C18.3n6",0.73,1.31,5.602
"313","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C18.4n3",0,0,5.602
"314","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C20.0",0.16,0.29,5.602
"315","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C20.1n9",0.34,0.62,5.602
"316","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C20.2n6",0,0,5.602
"317","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C22.0",0.06,0.1,5.602
"318","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C22.1n9",0.09,0.17,5.602
"319","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C22.2n6",0,0,5.602
"320","Mediterranean","Spermori","Caryophyllaceae","Spergula morisonii","310522-01",2023,"C24.0",0,0,5.602
"321","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C12.0",0,0,7.963
"322","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C14.0",0.17,0.21,7.963
"323","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C15.0",0,0,7.963
"324","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C16.0",5.96,7.48,7.963
"325","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C16.1n7",0.39,0.49,7.963
"326","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C17.0",0,0,7.963
"327","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C18.0",0.69,0.87,7.963
"328","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C18.1n7c",1.29,1.62,7.963
"329","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C18.1n9c",17.17,21.56,7.963
"330","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C18.2n6c",12.03,15.11,7.963
"331","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C18.3n3",8.38,10.52,7.963
"332","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C18.3n6",0,0,7.963
"333","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C18.4n3",0,0,7.963
"334","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C20.0",0.56,0.7,7.963
"335","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C20.1n9",7.79,9.78,7.963
"336","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C20.2n6",0.43,0.54,7.963
"337","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C22.0",0.53,0.66,7.963
"338","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C22.1n9",23.49,29.5,7.963
"339","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C22.2n6",0.36,0.45,7.963
"340","Mediterranean","Teesconf","Brassicaceae","Teesdalia conferta","090822-04",2023,"C24.0",0.39,0.49,7.963
"341","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C12.0",0,0,18.422
"342","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C14.0",0.09,0.05,18.422
"343","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C15.0",0,0,18.422
"344","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C16.0",10.35,5.62,18.422
"345","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C16.1n7",0.17,0.09,18.422
"346","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C17.0",0.13,0.07,18.422
"347","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C18.0",3.85,2.09,18.422
"348","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C18.1n7c",1.94,1.06,18.422
"349","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C18.1n9c",30.33,16.46,18.422
"350","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C18.2n6c",39.64,21.52,18.422
"351","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C18.3n3",96.35,52.3,18.422
"352","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C18.3n6",0,0,18.422
"353","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C18.4n3",0,0,18.422
"354","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C20.0",0.51,0.27,18.422
"355","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C20.1n9",0.52,0.28,18.422
"356","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C20.2n6",0,0,18.422
"357","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C22.0",0.24,0.13,18.422
"358","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C22.1n9",0,0,18.422
"359","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C22.2n6",0,0,18.422
"360","Mediterranean","Thymprae.1","Lamiaceae","Thymus praecox","110821-05",2023,"C24.0",0.1,0.05,18.422
"361","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C12.0",0.24,0.48,4.883
"362","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C14.0",0.24,0.48,4.883
"363","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C15.0",0,0,4.883
"364","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C16.0",3.4,6.97,4.883
"365","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C16.1n7",0.14,0.29,4.883
"366","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C17.0",0.15,0.31,4.883
"367","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C18.0",1,2.06,4.883
"368","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C18.1n7c",0.23,0.46,4.883
"369","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C18.1n9c",15.01,30.74,4.883
"370","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C18.2n6c",19.05,39.02,4.883
"371","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C18.3n3",8.76,17.93,4.883
"372","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C18.3n6",0,0,4.883
"373","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C18.4n3",0,0,4.883
"374","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C20.0",0.19,0.39,4.883
"375","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C20.1n9",0.14,0.29,4.883
"376","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C20.2n6",0.01,0.03,4.883
"377","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C22.0",0.17,0.34,4.883
"378","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C22.1n9",0,0,4.883
"379","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C22.2n6",0,0,4.883
"380","Temperate","Andrvill","Primulaceae","Androsace villosa","310821-11",2022,"C24.0",0.1,0.2,4.883
"381","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C12.0",0,0,6.428
"382","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C14.0",0.08,0.12,6.428
"383","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C15.0",0,0,6.428
"384","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C16.0",8.23,12.81,6.428
"385","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C16.1n7",0,0,6.428
"386","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C17.0",0.11,0.18,6.428
"387","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C18.0",2.1,3.27,6.428
"388","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C18.1n7c",0.55,0.86,6.428
"389","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C18.1n9c",14.36,22.34,6.428
"390","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C18.2n6c",29.72,46.24,6.428
"391","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C18.3n3",7.8,12.13,6.428
"392","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C18.3n6",0,0,6.428
"393","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C18.4n3",0,0,6.428
"394","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C20.0",0.41,0.63,6.428
"395","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C20.1n9",0.26,0.41,6.428
"396","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C20.2n6",0,0,6.428
"397","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C22.0",0.4,0.62,6.428
"398","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C22.1n9",0,0,6.428
"399","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C22.2n6",0,0,6.428
"400","Temperate","Anthvuln","Fabaceae","Anthyllis vulneraria","310821-12",2023,"C24.0",0.26,0.4,6.428
"401","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C12.0",0,0,2.265
"402","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C14.0",0,0,2.265
"403","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C15.0",0,0,2.265
"404","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C16.0",2.42,10.69,2.265
"405","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C16.1n7",0.05,0.23,2.265
"406","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C17.0",0,0,2.265
"407","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C18.0",0.41,1.83,2.265
"408","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C18.1n7c",0.22,0.96,2.265
"409","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C18.1n9c",6.42,28.32,2.265
"410","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C18.2n6c",9.12,40.26,2.265
"411","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C18.3n3",0.25,1.1,2.265
"412","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C18.3n6",3.43,15.16,2.265
"413","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C18.4n3",0,0,2.265
"414","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C20.0",0.07,0.33,2.265
"415","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C20.1n9",0.11,0.47,2.265
"416","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C20.2n6",0,0,2.265
"417","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C22.0",0.05,0.22,2.265
"418","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C22.1n9",0,0,2.265
"419","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C22.2n6",0,0,2.265
"420","Temperate","Arenerin","Caryophyllaceae","Arenaria erinacea","300821-08",2023,"C24.0",0.1,0.43,2.265
"421","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C12.0",0,0,2.959
"422","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C14.0",0.11,0.36,2.959
"423","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C15.0",0,0,2.959
"424","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C16.0",4.81,16.27,2.959
"425","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C16.1n7",0,0,2.959
"426","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C17.0",0,0,2.959
"427","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C18.0",0.28,0.95,2.959
"428","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C18.1n7c",0.33,1.12,2.959
"429","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C18.1n9c",5.4,18.26,2.959
"430","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C18.2n6c",7.84,26.5,2.959
"431","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C18.3n3",10.03,33.91,2.959
"432","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C18.3n6",0,0,2.959
"433","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C18.4n3",0,0,2.959
"434","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C20.0",0.11,0.36,2.959
"435","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C20.1n9",0.21,0.72,2.959
"436","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C20.2n6",0.07,0.23,2.959
"437","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C22.0",0.16,0.53,2.959
"438","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C22.1n9",0.11,0.37,2.959
"439","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C22.2n6",0,0,2.959
"440","Temperate","Armecant","Plumbaginaceae","Armeria cantabrica","230822-01",2023,"C24.0",0.13,0.42,2.959
"441","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C12.0",0,0,15.004
"442","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C14.0",0.12,0.08,15.004
"443","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C15.0",0,0,15.004
"444","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C16.0",9.82,6.55,15.004
"445","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C16.1n7",0.08,0.05,15.004
"446","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C17.0",0.05,0.03,15.004
"447","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C18.0",4.46,2.98,15.004
"448","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C18.1n7c",0.87,0.58,15.004
"449","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C18.1n9c",29.3,19.53,15.004
"450","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C18.2n6c",102.3,68.18,15.004
"451","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C18.3n3",0.52,0.34,15.004
"452","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C18.3n6",1.55,1.04,15.004
"453","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C18.4n3",0.27,0.18,15.004
"454","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C20.0",0.05,0.03,15.004
"455","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C20.1n9",0.42,0.28,15.004
"456","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C20.2n6",0.23,0.15,15.004
"457","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C22.0",0,0,15.004
"458","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C22.1n9",0,0,15.004
"459","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C22.2n6",0,0,15.004
"460","Temperate","Caresemp","Cyperaceae","Carex sempervirens","310821-13",2022,"C24.0",0,0,15.004
"461","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C12.0",0.07,0.55,1.363
"462","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C14.0",0.09,0.65,1.363
"463","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C15.0",0,0,1.363
"464","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C16.0",2.18,15.97,1.363
"465","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C16.1n7",0,0,1.363
