"","community","species","family","Taxon","code","year_analisis","oil_type","oil_type_mg","oil_type_PER","PERoil"
"466","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C17.0",0,0,1.363
"467","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C18.0",0.22,1.64,1.363
"468","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C18.1n7c",0.17,1.28,1.363
"469","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C18.1n9c",2.23,16.38,1.363
"470","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C18.2n6c",6.72,49.26,1.363
"471","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C18.3n3",1.41,10.33,1.363
"472","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C18.3n6",0,0,1.363
"473","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C18.4n3",0,0,1.363
"474","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C20.0",0.36,2.61,1.363
"475","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C20.1n9",0.11,0.83,1.363
"476","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C20.2n6",0,0,1.363
"477","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C22.0",0.07,0.5,1.363
"478","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C22.1n9",0,0,1.363
"479","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C22.2n6",0,0,1.363
"480","Temperate","Festglac","Poaceae","Festuca glacialis","230822-04",2023,"C24.0",0,0,1.363
"481","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C12.0",0,0,3.587
"482","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C14.0",0.05,0.15,3.587
"483","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C15.0",0,0,3.587
"484","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C16.0",2.68,7.47,3.587
"485","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C16.1n7",0,0,3.587
"486","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C17.0",0,0,3.587
"487","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C18.0",0.54,1.5,3.587
"488","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C18.1n7c",0.31,0.86,3.587
"489","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C18.1n9c",11.05,30.79,3.587
"490","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C18.2n6c",19.19,53.5,3.587
"491","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C18.3n3",0.74,2.07,3.587
"492","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C18.3n6",0.4,1.13,3.587
"493","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C18.4n3",0.09,0.26,3.587
"494","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C20.0",0.14,0.38,3.587
"495","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C20.1n9",0.33,0.93,3.587
"496","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C20.2n6",0.05,0.13,3.587
"497","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C22.0",0.11,0.31,3.587
"498","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C22.1n9",0,0,3.587
"499","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C22.2n6",0,0,3.587
"500","Temperate","Gypsrepe","Caryophyllaceae","Gypsophila repens","310821-08",2023,"C24.0",0.19,0.53,3.587
"501","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C12.0",0,0,5.21
"502","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C14.0",0.1,0.2,5.21
"503","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C15.0",0,0,5.21
"504","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C16.0",8.97,17.22,5.21
"505","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C16.1n7",0,0,5.21
"506","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C17.0",0.11,0.2,5.21
"507","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C18.0",1.06,2.03,5.21
"508","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C18.1n7c",0.32,0.61,5.21
"509","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C18.1n9c",4.59,8.81,5.21
"510","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C18.2n6c",29.77,57.15,5.21
"511","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C18.3n3",6.75,12.95,5.21
"512","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C18.3n6",0,0,5.21
"513","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C18.4n3",0,0,5.21
"514","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C20.0",0.16,0.3,5.21
"515","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C20.1n9",0.07,0.14,5.21
"516","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C20.2n6",0,0,5.21
"517","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C22.0",0.13,0.25,5.21
"518","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C22.1n9",0,0,5.21
"519","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C22.2n6",0,0,5.21
"520","Temperate","Helicanu","Cistaceae","Helianthemum canum","300821-05",2023,"C24.0",0.07,0.14,5.21
"521","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C12.0",0,0,3.449
"522","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C14.0",0.08,0.22,3.449
"523","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C15.0",0,0,3.449
"524","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C16.0",6.63,19.22,3.449
"525","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C16.1n7",0,0,3.449
"526","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C17.0",0.07,0.19,3.449
"527","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C18.0",1.07,3.09,3.449
"528","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C18.1n7c",0.25,0.72,3.449
"529","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C18.1n9c",2.58,7.47,3.449
"530","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C18.2n6c",16.4,47.58,3.449
"531","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C18.3n3",7.02,20.37,3.449
"532","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C18.3n6",0,0,3.449
"533","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C18.4n3",0,0,3.449
"534","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C20.0",0.16,0.47,3.449
"535","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C20.1n9",0.04,0.11,3.449
"536","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C20.2n6",0,0,3.449
"537","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C22.0",0.11,0.31,3.449
"538","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C22.1n9",0,0,3.449
"539","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C22.2n6",0,0,3.449
"540","Temperate","Heliurri","Cistaceae","Helianthemum urrielense","130921-05",2023,"C24.0",0.08,0.24,3.449
"541","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C12.0",0,0,6.124
"542","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C14.0",0.05,0.09,6.124
"543","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C15.0",0,0,6.124
"544","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C16.0",4.07,6.65,6.124
"545","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C16.1n7",0.06,0.09,6.124
"546","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C17.0",0,0,6.124
"547","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C18.0",1.05,1.71,6.124
"548","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C18.1n7c",0.45,0.74,6.124
"549","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C18.1n9c",8.09,13.21,6.124
"550","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C18.2n6c",45.57,74.4,6.124
"551","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C18.3n3",0.63,1.03,6.124
"552","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C18.3n6",0,0,6.124
"553","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C18.4n3",0,0,6.124
"554","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C20.0",0.28,0.46,6.124
"555","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C20.1n9",0.27,0.44,6.124
"556","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C20.2n6",0.13,0.21,6.124
"557","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C22.0",0.3,0.49,6.124
"558","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C22.1n9",0,0,6.124
"559","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C22.2n6",0,0,6.124
"560","Temperate","Kobrmyos","Cyperaceae","Kobresia myosuroides","130921-03",2023,"C24.0",0.29,0.48,6.124
"561","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C12.0",0,0,9.637
"562","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C14.0",0.07,0.08,9.637
"563","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C15.0",0,0,9.637
"564","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C16.0",7.88,8.18,9.637
"565","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C16.1n7",0.13,0.13,9.637
"566","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C17.0",0.09,0.1,9.637
"567","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C18.0",2.28,2.37,9.637
"568","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C18.1n7c",0.85,0.88,9.637
"569","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C18.1n9c",19.31,20.03,9.637
"570","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C18.2n6c",62.8,65.17,9.637
"571","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C18.3n3",2.09,2.17,9.637
"572","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C18.3n6",0,0,9.637
"573","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C18.4n3",0,0,9.637
"574","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C20.0",0.3,0.31,9.637
"575","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C20.1n9",0.36,0.37,9.637
"576","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C20.2n6",0,0,9.637
"577","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C22.0",0.12,0.12,9.637
"578","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C22.1n9",0,0,9.637
"579","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C22.2n6",0,0,9.637
"580","Temperate","Koelvall","Poaceae","Koeleria vallesiana","300821-02",2023,"C24.0",0.09,0.09,9.637
"581","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C12.0",0,0,10.529
"582","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C14.0",0.04,0.04,10.529
"583","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C15.0",0.07,0.07,10.529
"584","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C16.0",9.01,8.56,10.529
"585","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C16.1n7",0.08,0.07,10.529
"586","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C17.0",0.07,0.07,10.529
"587","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C18.0",1.74,1.66,10.529
"588","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C18.1n7c",1.03,0.98,10.529
"589","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C18.1n9c",17.96,17.05,10.529
"590","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C18.2n6c",32.04,30.43,10.529
"591","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C18.3n3",42.66,40.51,10.529
"592","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C18.3n6",0,0,10.529
"593","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C18.4n3",0,0,10.529
"594","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C20.0",0.27,0.26,10.529
"595","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C20.1n9",0.15,0.14,10.529
"596","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C20.2n6",0.08,0.07,10.529
"597","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C22.0",0.09,0.09,10.529
"598","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C22.1n9",0,0,10.529
"599","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C22.2n6",0,0,10.529
"600","Temperate","Planalpi","Plantaginaceae","Plantago alpina","300821-15",2022,"C24.0",0,0,10.529
"601","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C12.0",0,0,5.687
"602","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C14.0",0.15,0.26,5.687
"603","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C15.0",0,0,5.687
"604","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C16.0",11.73,20.63,5.687
"605","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C16.1n7",0.09,0.17,5.687
"606","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C17.0",0.08,0.15,5.687
"607","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C18.0",2.17,3.81,5.687
"608","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C18.1n7c",0.27,0.47,5.687
"609","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C18.1n9c",14.06,24.73,5.687
"610","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C18.2n6c",22.12,38.9,5.687
"611","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C18.3n3",4.74,8.33,5.687
"612","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C18.3n6",0,0,5.687
"613","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C18.4n3",0,0,5.687
"614","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C20.0",0.39,0.68,5.687
"615","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C20.1n9",0.29,0.51,5.687
"616","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C20.2n6",0,0,5.687
"617","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C22.0",0.45,0.79,5.687
"618","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C22.1n9",0,0,5.687
"619","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C22.2n6",0,0,5.687
"620","Temperate","Salibrev","Salicaceae","Salix breviserrata","140722-01",2023,"C24.0",0.33,0.58,5.687
"621","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C12.0",0.11,0.04,30.123
"622","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C14.0",0.4,0.13,30.123
"623","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C15.0",0,0,30.123
"624","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C16.0",26.89,8.93,30.123
"625","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C16.1n7",0.28,0.09,30.123
"626","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C17.0",0.17,0.06,30.123
"627","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C18.0",1.68,0.56,30.123
"628","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C18.1n7c",1.95,0.65,30.123
"629","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C18.1n9c",27.38,9.09,30.123
"630","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C18.2n6c",95.56,31.72,30.123
"631","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C18.3n3",144.93,48.11,30.123
"632","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C18.3n6",0,0,30.123
"633","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C18.4n3",0,0,30.123
"634","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C20.0",0.1,0.03,30.123
"635","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C20.1n9",1.2,0.4,30.123
"636","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C20.2n6",0.21,0.07,30.123
"637","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C22.0",0.13,0.04,30.123
"638","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C22.1n9",0.09,0.03,30.123
"639","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C22.2n6",0,0,30.123
"640","Temperate","Saxiconi","Saxifragaceae","Saxifraga conifera","120722-01",2023,"C24.0",0.15,0.05,30.123
"641","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C12.0",0.14,0.08,17.18
"642","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C14.0",0.37,0.22,17.18
"643","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C15.0",0,0,17.18
"644","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C16.0",13.29,7.73,17.18
"645","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C16.1n7",0.14,0.08,17.18
"646","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C17.0",0.08,0.05,17.18
"647","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C18.0",1.28,0.75,17.18
"648","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C18.1n7c",0.86,0.5,17.18
"649","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C18.1n9c",18.4,10.71,17.18
"650","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C18.2n6c",53.22,30.97,17.18
"651","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C18.3n3",82.42,47.97,17.18
"652","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C18.3n6",0,0,17.18
"653","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C18.4n3",0,0,17.18
"654","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C20.0",0.1,0.06,17.18
"655","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C20.1n9",1.16,0.67,17.18
"656","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C20.2n6",0.2,0.12,17.18
"657","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C22.0",0.07,0.04,17.18
"658","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C22.1n9",0,0,17.18
"659","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C22.2n6",0,0,17.18
"660","Temperate","Saxipani","Saxifragaceae","Saxifraga paniculata","310821-14",2023,"C24.0",0.07,0.04,17.18
"661","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C12.0",0,0,3.809
"662","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C14.0",0,0,3.809
"663","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C15.0",0,0,3.809
"664","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C16.0",4.63,12.15,3.809
"665","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C16.1n7",0.05,0.13,3.809
"666","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C17.0",0.12,0.32,3.809
"667","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C18.0",0.52,1.36,3.809
"668","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C18.1n7c",0.51,1.33,3.809
"669","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C18.1n9c",7.15,18.78,3.809
"670","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C18.2n6c",22.33,58.63,3.809
"671","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C18.3n3",0.64,1.69,3.809
"672","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C18.3n6",1.31,3.44,3.809
"673","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C18.4n3",0.13,0.34,3.809
"674","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C20.0",0.14,0.37,3.809
"675","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C20.1n9",0.17,0.44,3.809
"676","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C20.2n6",0.09,0.25,3.809
"677","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C22.0",0.1,0.25,3.809
"678","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C22.1n9",0,0,3.809
"679","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C22.2n6",0,0,3.809
"680","Temperate","Sileacau","Caryophyllaceae","Silene acaulis","140921-03",2023,"C24.0",0.2,0.52,3.809
"681","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C12.0",0,0,3.202
"682","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C14.0",0,0,3.202
"683","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C15.0",0,0,3.202
"684","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C16.0",4.05,12.66,3.202
"685","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C16.1n7",0.04,0.12,3.202
"686","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C17.0",0.04,0.11,3.202
"687","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C18.0",0.43,1.34,3.202
"688","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C18.1n7c",0.31,0.98,3.202
"689","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C18.1n9c",7.96,24.87,3.202
"690","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C18.2n6c",17.07,53.33,3.202
"691","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C18.3n3",0.83,2.59,3.202
"692","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C18.3n6",0.63,1.98,3.202
"693","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C18.4n3",0.08,0.24,3.202
"694","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C20.0",0.19,0.58,3.202
"695","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C20.1n9",0.15,0.45,3.202
"696","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C20.2n6",0.05,0.16,3.202
"697","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C22.0",0.06,0.18,3.202
"698","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C22.1n9",0,0,3.202
"699","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C22.2n6",0,0,3.202
"700","Temperate","Silecili","Caryophyllaceae","Silene ciliata","300821-11",2023,"C24.0",0.13,0.4,3.202
"701","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C12.0",0,0,18.307
"702","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C14.0",0.07,0.04,18.307
"703","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C15.0",0,0,18.307
"704","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C16.0",9.17,5.01,18.307
"705","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C16.1n7",0.14,0.08,18.307
