ID.JUICE,Taxon_full,Taxon,family,Freq,Alpine,ecology,seed.oil,mean.value,Source
438,Scilla verna,Scilla verna,Asparagaceae,40,Generalist,Generalist,,,
439,Scleranthus perennis,Scleranthus perennis,Caryophyllaceae,1,Casual,Generalist,gen.level,9.1,
440,Scorzoneroides cantabrica,Scorzoneroides cantabrica,Asteraceae,177,Specialist.4.3,Specialist,,,
441,Scorzoneroides carpetana,Scorzoneroides carpetana,Asteraceae,15,Generalist,Generalist,,,
442,Scutellaria alpina,Scutellaria alpina,Lamiaceae,2,Casual,Generalist,gen.level,32.25,
443,Sedum acre,Sedum acre,Crassulaceae,15,Generalist,Generalist,,,
444,Sedum album,Sedum album,Crassulaceae,21,Generalist,Generalist,,,
445,Sedum alpestre,Sedum alpestre,Crassulaceae,2,Casual,Generalist,,,
446,Sedum anglicum subsp. pyrenaicum,Sedum anglicum,Crassulaceae,35,Generalist,Generalist,sp.level,16.906,Own data
447,Sedum arenarium,Sedum arenarium,Crassulaceae,3,Generalist,Generalist,,,
448,Sedum atratum,Sedum atratum,Crassulaceae,92,Specialist.4.4,Specialist,,,
449,Sedum brevifolium,Sedum brevifolium,Crassulaceae,224,Generalist,Generalist,sp.level,12.364,Own data
450,Sedum candolleanum,Sedum candolleanum,Crassulaceae,29,Specialist.4.3,Specialist,,,
451,Sedum hirsutum,Sedum hirsutum,Crassulaceae,4,Generalist,Generalist,,,
452,Selaginella selaginoides,Selaginella selaginoides,Selaginellaceae,4,Generalist,Generalist,,,
453,Sempervivum arachnoideum,Sempervivum arachnoideum,Crassulaceae,4,Generalist,Generalist,,,
454,Sempervivum vicentei,Sempervivum vicentei,Crassulaceae,76,Specialist.4.4,Specialist,,,
455,Senecio carpetanus,Senecio carpetanus,,4,Generalist,Generalist,gen.level,20.94545455,
456,Seseli cantabricum,Seseli cantabricum,Apiaceae,1,Casual,Generalist,sp.level,14.9,Fadb
457,Seseli libanotis,Seseli libanotis,Apiaceae,6,Generalist,Generalist,sp.level,26.4,Fadb
458,Seseli montanum,Seseli montanum,Apiaceae,17,Generalist,Generalist,gen.level,22.76666667,
459,Sesleria caerulea,Sesleria caerulea,Poaceae,32,Generalist,Generalist,,,
460,Sideritis hyssopifolia,Sideritis hyssopifolia,Lamiaceae,25,Generalist,Generalist,gen.level,32.5,
461,Silene acaulis,Silene acaulis,Caryophyllaceae,172,Specialist.4.4,Specialist,sp.level,3.809,Own data
462,Silene ciliata,Silene ciliata,Caryophyllaceae,188,Specialist.4.4,Specialist,sp.level,3.202,Own data
463,Silene foetida subsp. gayana,Silene foetida,Caryophyllaceae,19,Specialist.4.3,Specialist,gen.level,5.192857143,
464,Silene legionensis,Silene legionensis,Caryophyllaceae,2,Casual,Generalist,gen.level,5.192857143,
465,Silene nutans,Silene nutans,Caryophyllaceae,23,Generalist,Generalist,gen.level,5.192857143,
466,Silene rupestris,Silene rupestris,Caryophyllaceae,1,Casual,Generalist,gen.level,5.192857143,
467,Silene suecica,Silene suecica,Caryophyllaceae,3,Specialist.4.3,Specialist,gen.level,5.192857143,
468,Silene vulgaris,Silene vulgaris,Caryophyllaceae,2,Casual,Generalist,sp.level,2.7,SID
469,Soldanella alpina subsp. cantabrica,Soldanella alpina,Primulaceae,3,Generalist,Generalist,,,
470,Solidago virgaurea subsp. minuta,Solidago virgaurea,Asteraceae,100,Generalist,Generalist,sp.level,15.593,Own data
471,Sorbus aria,Sorbus aria,,1,Casual,Generalist,gen.level,18.2625,
472,Spergula morisonii,Spergula morisonii,Caryophyllaceae,5,Generalist,Generalist,sp.level,5.602,Own data
473,Spergula pentandra,Spergula pentandra,Caryophyllaceae,4,Generalist,Generalist,gen.level,14.375,
474,Spergula viscosa,Spergula viscosa,Caryophyllaceae,1,Casual,Generalist,gen.level,14.375,
475,Spiraea hypericifolia subsp. obovata,Spiraea hypericifolia,,1,Casual,Generalist,,,
476,Stachys alopecuros,Stachys alopecuros,,1,Casual,Generalist,gen.level,30.02272727,
477,Stellaria alsine,Stellaria alsine,Caryophyllaceae,2,Casual,Generalist,gen.level,5.9,
478,Stellaria graminea,Stellaria graminea,Caryophyllaceae,2,Casual,Generalist,gen.level,5.9,
479,Stellaria holostea,Stellaria holostea,Caryophyllaceae,1,Casual,Generalist,gen.level,5.9,
480,Succisa pratensis,Succisa pratensis,,15,Generalist,Generalist,,,
481,Taraxacum erythrospermum,Taraxacum erythrospermum,Asteraceae,1,Casual,Generalist,gen.level,26.7,
482,Taraxacum officinale,Taraxacum officinale,Asteraceae,4,Generalist,Generalist,sp.level,26.7,SID
483,Teesdalia conferta,Teesdalia conferta,Brassicaceae,89,Specialist.4.3,Specialist,sp.level,7.963,Own data
484,Teucrium chamaedrys,Teucrium chamaedrys,Lamiaceae,3,Generalist,Generalist,sp.level,10,SID
485,Teucrium expassum,Teucrium expassum,Lamiaceae,3,Generalist,Generalist,sp.level,16,Fadb
486,Teucrium pyrenaicum,Teucrium pyrenaicum,Lamiaceae,15,Generalist,Generalist,gen.level,15.04230769,
487,Thalictrum alpinum,Thalictrum alpinum,Ranunculaceae,2,Casual,Generalist,gen.level,38.46666667,
488,Thalictrum minus,Thalictrum minus,Ranunculaceae,3,Generalist,Generalist,sp.level,41.1,SID
489,Thesium pyrenaicum,Thesium pyrenaicum,Santalaceae,17,Generalist,Generalist,,,
490,Thymelaea coridifolia subsp. dendrobryum,Thymelaea coridifolia,Lamiaceae,65,Specialist.4.3,Specialist,,,
491,Thymelaea ruizii,Thymelaea ruizii,Lamiaceae,1,Casual,Generalist,,,
493,Thymus praecox,Thymus praecox,Lamiaceae,249,Generalist,Generalist,sp.level,18.307,Own data
494,Thymus pulegioides,Thymus pulegioides,Lamiaceae,13,Generalist,Generalist,gen.level,34.13888889,
495,Thymus serpyllum,Thymus serpyllum,Lamiaceae,7,Generalist,Generalist,gen.level,34.13888889,
496,Trichophorum cespitosum subsp. germanicum,Trichophorum cespitosum,Cyperaceae,1,Casual,Generalist,,,
497,Trifolium alpinum,Trifolium alpinum,Fabaceae,46,Specialist.4.3,Specialist,gen.level,9.487407407,
498,Trifolium pratense,Trifolium pratense,Fabaceae,11,Generalist,Generalist,sp.level,8.55,SID
499,Trifolium repens subsp. repens,Trifolium repens,Fabaceae,14,Generalist,Generalist,sp.level,6.33,SID
500,Trifolium thalii,Trifolium thalii,Fabaceae,31,Generalist,Generalist,gen.level,9.487407407,
501,Trinia glauca,Trinia glauca,,8,Generalist,Generalist,,,
502,Trisetum hispidum,Trisetum hispidum,,1,Casual,Generalist,,,
503,Tulipa sylvestris subsp. australis,Tulipa sylvestris,,1,Casual,Generalist,,,
504,Vaccinium myrtillus,Vaccinium myrtillus,Ericaceae,78,Generalist,Generalist,,,
505,Vaccinium uliginosum,Vaccinium uliginosum,Ericaceae,22,Specialist.4.3,Specialist,,,
506,Valeriana apula,Valeriana apula,Caprifoliaceae,10,Specialist.4.4,Specialist,gen.level,29.82,
507,Valeriana tuberosa,Valeriana tuberosa,Caprifoliaceae,4,Generalist,Generalist,gen.level,29.82,
508,Veratrum album,Veratrum album,Melanthiaceae,1,Casual,Generalist,,,
509,Veronica alpina,Veronica alpina,Plantaginaceae,3,Generalist,Generalist,gen.level,20.44,
510,Veronica aphylla,Veronica aphylla,Plantaginaceae,17,Specialist.4.4,Specialist,gen.level,20.44,
511,Veronica fruticans subsp. cantabrica,Veronica fruticans,Plantaginaceae,2,Casual,Generalist,gen.level,20.44,
512,Veronica fruticulosa,Veronica fruticulosa,Plantaginaceae,4,Generalist,Generalist,gen.level,20.44,
513,Veronica mampodrensis,Veronica mampodrensis,Plantaginaceae,5,Generalist,Generalist,gen.level,20.44,
514,Veronica nummularia,Veronica nummularia,Plantaginaceae,13,Specialist.4.4,Specialist,gen.level,20.44,
515,Veronica officinalis,Veronica officinalis,Plantaginaceae,21,Generalist,Generalist,gen.level,20.44,
516,Veronica persica,Veronica persica,Plantaginaceae,1,Casual,Generalist,sp.level,9.1,Fadb
517,Veronica ponae,Veronica ponae,Plantaginaceae,1,Casual,Generalist,gen.level,20.44,
518,Veronica serpyllifolia subsp. humifusa,Veronica serpyllifolia,Plantaginaceae,2,Casual,Generalist,gen.level,20.44,
519,Veronica verna,Veronica verna,Plantaginaceae,1,Casual,Generalist,gen.level,20.44,
520,Vicia pyrenaica,Vicia pyrenaica,Fabaceae,5,Generalist,Generalist,gen.level,3.483859649,
521,Viola biflora,Viola biflora,violaceae,4,Generalist,Generalist,,,
522,Viola bubanii,Viola bubanii,violaceae,3,Generalist,Generalist,,,
523,Viola palustris subsp. palustris,Viola palustris,violaceae,2,Casual,Generalist,,,
524,Viola pyrenaica,Viola pyrenaica,violaceae,3,Generalist,Generalist,,,
526,Viola rupestris,Viola rupestris,violaceae,32,Specialist.4.4,Specialist,,,
527,Viola sylvestris subsp. sylvestris,Viola sylvestris,violaceae,3,Generalist,Generalist,,,
528,Wahlenbergia hederacea,Wahlenbergia hederacea,,1,Casual,Generalist,,,
